,Date,CUSIP,Ticker,MktValue,Shares,Russell1000,Russell2000,Name,R1000_WT,R2000_WT
164829,20000929,87612M108,TGEN,316836.87,26681,N,Y,TARGETED GENETICS CO,,0.000331
172950,20001229,701081101,PKD,394161.19,77859,N,Y,PARKER DRILLING CO,,0.000451
78724,19980430,001765106,AMR,13903577.5,91171,Y,N,AMR CORP/DE,0.001513,
96514,19981030,073325102,BEAS,1005708.0,51328,N,Y,BEA SYSTEMS,,0.001306
242935,20021231,747914109,QMED,48126.88,7688,N,Y,Q MED,,8e-05
243515,20021231,913377107,UHCO,135658.35,23313,N,Y,UNIVERSAL AMERN FINL,,0.000226
127964,19990831,961815107,WON,771529.37,20105,N,Y,WESTWOOD ONE INC,,0.000921
133806,19991029,969457100,WMB,16282275.0,434194,Y,N,WILLIAMS COS INC DEL,0.001416,
254973,20030430,86183P102,SRI,138618.0,12835,N,Y,STONERIDGE INC,,0.000222
295372,20040630,579489105,MNI,1333341.05,19007,Y,N,MCCLATCHY CO,0.000118,
209236,20020131,217753102,CORR,990909.44,52736,Y,N,COR THERAPEUTICS INC,9.5e-05,
215129,20020328,256747106,DLTR,3207275.93,97753,Y,N,DOLLAR TREE STORES I,0.0003,
384151,20061229,296744105,KEYW,461797.74,19314,N,Y,ESSEX CORP,,0.000339
127413,19990831,806605101,SGP,77269445.37,1468303,Y,N,SCHERING PLOUGH CORP,0.006961,
58734,19970930,02755R103,SKYC,164686.75,16067,N,Y,AMERICAN MOBILE SATE,,0.0182
68273,19971231,316326107,FNF,438022.12,14073,N,Y,FIDELITY NATIONAL FI,,0.0502
236896,20021031,714290103,PRGO,771598.8,61238,N,Y,PERRIGO CO,,0.001321
337416,20050831,603158106,MTX,1250328.3,20514,N,Y,MINERALS TECHNOLOGIES,,0.001043
32183,19961129,971426101,WLMR,,9097,N,Y,WILMAR INDUSTRIES IN,,0.0304
92500,19980831,75605L104,RNWK,173227.25,8771,N,Y,REALNETWORKS INC,,0.000249
130733,19990930,910197102,UDR,1158812.44,103581,N,Y,UNITED DOMINION REAL,,0.00139
140871,20000131,462218108,ION,479065.87,16171,N,Y,IONICS INC,,0.000516
368997,20060731,181457102,CLK,211599.17,17531,N,Y,CLARK INC,,0.000172
218822,20020430,584949101,MEDQ,297579.52,10304,N,Y,MEDQUIST INC,,0.000351
286376,20040331,48282T104,KAI,247823.1,11886,N,Y,KADANT INC,,0.000263
336998,20050831,457461200,IRC,1055479.6,67228,N,Y,INLAND REAL ESTATE CORP,,0.00088
61819,19971031,066050105,BAC,50972168.75,709178,Y,N,BANKAMERICA CORP,0.6701,
235458,20021031,19046E105,CFCP,118973.34,8314,N,Y,COASTAL FINL CORP DEL,,0.000204
126560,19990831,501044101,KR,19181100.62,829453,Y,N,KROGER CO,0.001728,
338662,20050930,007973100,AEIS,299149.52,27802,N,Y,ADVANCED ENERGY INDS INC,,0.000248
205241,20011130,868532102,SUPX,135183.18,7887,N,Y,SUPERTEX INC,,0.000178
238189,20021129,100582105,BCGI,174021.68,12824,N,Y,BOSTON COMMUNICATION,,0.000274
153899,20000630,156700106,CTL,4031756.25,140235,Y,N,CENTURYTEL INC,0.000307,
102020,19981231,001055102,AFL,11639291.6,265283,Y,N,AFLAC INC,0.001125,
197252,20010928,111621108,BRCD,3029708.35,215945,Y,N,BROCADE COMMUNICATIO,0.000314,
343891,20051031,760282103,RBNC,956278.05,70057,N,Y,REPUBLIC BANCORP INC MI,,0.00082
147487,20000331,867363103,SDS,4497233.0,119132,Y,N,SUNGARD DATA SYS INC,0.000343,
235600,20021031,234053106,DZTK,150575.94,17694,N,Y,DAISYTEK INTL CORP,,0.000258
279974,20040130,29264F205,ENDP,706652.1,32670,Y,N,ENDO PHARMACEUTICALS,6.5e-05,
241887,20021231,373865104,GABC,152265.6,9792,N,Y,GERMAN AMERN BANCORP,,0.000253
305525,20040930,950810101,WSBC,512738.56,17632,N,Y,WESBANCO INC,,0.00051
159179,20000731,924907108,VRTL,230949.0,27576,N,Y,VERTEL CORP,,0.000248
45259,19970430,46069M102,IFI,,13117,N,Y,INTERRA FINANCIAL IN,,0.0737
236020,20021031,402307102,GIFI,92670.5,6994,N,Y,GULF ISLAND FABRICAT,,0.000159
192088,20010731,405024100,HAE,663665.55,19805,N,Y,HAEMONETICS CORP,,0.000822
380345,20061130,015385107,ALFA,630586.44,32538,N,Y,ALFA CORP,,0.000464
327233,20050531,169905106,CHH,1148459.2,17507,Y,N,CHOICE HOTELS INTL INC,9.7e-05,
90824,19980831,154051106,CTP,565724.81,32443,N,Y,CENTRAL MAINE POWER,,0.000813
49632,19970530,983929100,XPED,,3807,N,Y,XPEDITE SYSTEMS INC,,0.01
252751,20030430,043634104,AMGIA,7629.88,6254,N,Y,ASCENT MEDIA GROUP INC,,1.2e-05
174277,20010131,125010108,CCBL,322091.44,27267,N,Y,C COR NET CORP,,0.000352
57775,19970829,744375106,PMD,99393.0,14199,N,Y,PSYCHEMEDICS CORP,,0.0117
319383,20050228,598148104,MWY,483064.86,46138,N,Y,MIDWAY GAMES INC,,0.000437
285458,20040331,153527106,CENT,568548.0,15793,N,Y,CENTRAL GARDEN & PET CO,,0.000604
147996,20000428,019589308,AW,1145879.19,189011,Y,N,ALLIED WASTE INDS IN,9.1e-05,
186684,20010531,584642102,MDLI,10521.68,10117,N,Y,MEDICALOGIC/MEDSCAPE,,1.2e-05
26517,19961031,032165102,ASO,,56623,Y,N,AMSOUTH BANCORPORATI,0.0447,
66129,19971128,604059105,MMM,40557774.75,416244,Y,N,MINNESOTA MINING & M,0.5124,
295370,20040630,578592107,MYG,1934451.75,78925,Y,N,MAYTAG CORP,0.000171,
307887,20041029,759148109,RHB,372066.8,16205,N,Y,REHABCARE GROUP INC,,0.000364
121812,19990630,894917103,TWRI,84229.69,3775,N,Y,TRENDWEST RESORTS IN,,9.2e-05
320219,20050228,87612E106,TGT,46400641.98,913039,Y,N,TARGET CORP,0.003888,
230803,20020830,675232102,OII,569284.6,23020,N,Y,OCEANEERING INTL INC,,0.00093
183594,20010430,457030104,IMKTA,124601.4,9889,N,Y,INGLES MKTS INC,,0.000143
231065,20020830,745769109,PTZ,394215.35,8929,N,Y,PULITZER INC,,0.000644
190696,20010629,915289102,UCL,8311153.8,243372,Y,N,UNOCAL CORP,0.00073,
215459,20020328,390752103,GL,204736.84,12086,N,Y,GREAT LAKES REIT INC,,0.000245
297951,20040730,444903108,HGSI,1300623.45,129738,N,Y,HUMAN GENOME SCIENCES,,0.001356
333921,20050729,42840B101,HITK,144242.15,5135,N,Y,HI-TECH PHARMACAL CO INC,,0.000118
332425,20050630,913004107,USTR,1630267.3,33203,N,Y,UNITED STATIONERS INC,,0.001409
302474,20040831,92925E108,WHQ,462764.28,24459,N,Y,W-H ENERGY SVCS INC,,0.000485
91412,19980831,371532102,GCO,138077.19,25991,N,Y,GENESCO INC,,0.000198
83888,19980529,871130100,SYBS,646896.0,80862,Y,N,SYBASE INC,7.2e-05,
113640,19990430,030789507,AMES,807510.44,23113,N,Y,AMES DEPT STORES INC,,0.00093
86884,19980630,871237103,SYKE,336969.75,16796,N,Y,SYKES ENTERPRISES IN,,0.000324
68438,19971231,375766102,G,56252733.69,560077,Y,N,GILLETTE CO,0.006989,
203402,20011130,209341106,CGX,184142.4,10140,N,Y,CONSOLIDATED GRAPHIC,,0.000242
107142,19990129,783764103,RYL,384037.5,14700,N,Y,RYLAND GROUP INC,,0.000445
140466,20000131,304231301,FFD,506164.75,44498,N,Y,FAIRFIELD CMNTYS INC,,0.000545
288566,20040430,224633107,CRD.B,51038.75,10745,N,Y,CRAWFORD & CO,,5.7e-05
296580,20040630,95709T100,WR,1702703.2,85520,Y,N,WESTAR ENERGY INC,0.00015,
323171,20050331,86074Q102,SWC,395822.25,40185,N,Y,STILLWATER MINING CO,,0.000365
257021,20030530,573083102,MSO,109070.47,9979,N,Y,MARTHA STEWART LIVIN,,0.000158
306113,20041029,141410209,DFIB,124630.4,73312,N,Y,CARDIAC SCIENCE INC,,0.000122
151326,20000531,231561101,CW,170476.81,4897,N,Y,CURTISS WRIGHT CORP,,0.000193
164172,20000929,670009109,NOVN,818320.5,19142,N,Y,NOVEN PHARMACEUTICAL,,0.000854
154411,20000630,345206205,FORC,264201.0,13128,N,Y,FORCENERGY INC,,0.000274
107576,19990129,910734102,UIHIA,1980972.0,40428,N,Y,UNITED INTL HLDGS IN,,0.002297
153103,20000531,896818101,TGI,326536.0,11662,N,Y,TRIUMPH GROUP INC NE,,0.000369
381094,20061130,263534109,DD,43235248.03,921271,Y,N,DU PONT E I DE NEMOURS,0.003072,
175332,20010131,529898108,LBY,482147.33,15253,N,Y,LIBBEY INC,,0.000527
176362,20010131,881694103,TX,33778964.4,550146,Y,N,TEXACO INC,0.00274,
186835,20010531,64110P107,NETE,937272.65,27689,N,Y,NETEGRITY INC,,0.001054
144964,20000229,91879Q109,MTN,356144.0,22259,N,Y,VAIL RESORTS INC,,0.000333
246414,20030131,90338N103,XPRSA,55355.86,5569,N,Y,U S XPRESS ENTERPRISES,,9.5e-05
8633,19960329,958468100,WIR,,16969,N,Y,WESTERN INVT REAL ES,,0.033
312623,20041231,31942D107,FCFS,313308.3,11730,N,Y,FIRST CASH FINANCIAL,,0.000274
2122,19960131,748242104,QCSB,,5413,N,Y,QUEENS COUNTY BANCOR,,0.0389
381489,20061130,422347104,HTLD,934024.19,60533,N,Y,HEARTLAND EXPRESS INC,,0.000687
126130,19990831,345370100,F,59366048.62,1138917,Y,N,FORD MOTOR CO DEL,0.005348,
152366,20000531,654106103,NKE,3622766.0,84496,Y,N,NIKE INC,0.000294,
116394,19990528,017415100,ALT,3020478.56,147791,Y,N,ALLEGHENY TELEDYNE,0.000277,
309326,20041130,222862104,CVH,4399302.46,88642,Y,N,COVENTRY HEALTH CARE,0.000379,
291292,20040528,156880106,CEY,2045154.65,54205,Y,N,CERTEGY INC,0.000188,
172936,20001229,695257105,PTV,1955448.0,158016,N,Y,PACTIV CORP,,0.002236
101183,19981130,731822102,PMRY,176187.94,9123,N,Y,POMEROY COMPUTER RES,,0.000217
41613,19970331,195872106,CLP,,26089,N,Y,COLONIAL PROPERTIES,,0.1162
225392,20020628,84749R100,SP,54516.0,6490,N,Y,SPECIALTY LABORATORI,,7.5e-05
73079,19980227,004401105,ASI,2472468.25,87521,Y,N,ACCUSTAFF INC,0.000286,
52188,19970630,866930100,SAI,,119824,Y,N,SUNAMERICA INC,0.0797,
333601,20050729,29472R108,ELS,832350.09,18887,N,Y,EQUITY LIFESTYLE PROP,,0.00068
340365,20050930,589378108,MRCY,549701.25,20941,N,Y,MERCURY COMPUTER SYSTEMS,,0.000455
276154,20031231,001669100,AEN,472103.19,31039,N,Y,AMC ENTERTAINMENT INC,,0.000535
280306,20040130,422211102,HLEX,159392.4,15445,N,Y,HEALTHEXTRAS INC,,0.000173
381266,20061130,319829107,FCF,969947.82,70593,N,Y,FIRST COMMONWLTH FINL,,0.000713
20293,19960731,93317Q105,WLTR,,37578,N,Y,WALTER INDUSTRIES IN,,0.0753
361585,20060428,717528103,PHLY,1709011.05,51585,Y,N,PHILADELPHIA CONS HLDG,0.00013,
126565,19990831,501917108,LGE,2982571.0,129677,Y,N,LG&E ENERGY CORP,0.000269,
121294,19990630,743724106,POVT,119442.19,7675,N,Y,PROVANT INC,,0.000131
337177,20050831,512807108,LRCX,4393683.4,138602,Y,N,LAM RESEARCH CORP,0.000355,
15990,19960628,532177201,LTEK,,6935,N,Y,LIFE TECHNOLOGIES IN,,0.0334
236928,20021031,726900103,PLNR,249883.32,13588,N,Y,PLANAR SYS INC,,0.000428
13940,19960531,853836104,SPD,,16755,N,Y,STANDARD PRODUCTS CO,,0.0727
242507,20021231,604567107,MIPS,107880.12,35604,N,Y,MIPS TECHNOLOGIES IN,,0.000179
322549,20050331,664397106,NU,2466213.14,127982,Y,N,NORTHEAST UTILITIES,0.000211,
324878,20050429,418056107,HAS,2933356.8,155040,Y,N,HASBRO INC,0.000256,
73641,19980227,192422103,CGNX,820050.0,34080,N,Y,COGNEX CORP,,0.0901
267167,20030829,941105108,WGRD,152063.09,32843,N,Y,WATCHGUARD TECHNOLOGIES,,0.000193
191802,20010731,29255U104,ESR,459331.2,63796,N,Y,ENCOMPASS SVCS CORP,,0.000569
307468,20041029,631158102,NAFC,379639.72,12302,N,Y,NASH FINCH CO,,0.000371
131399,19991029,125965103,CAO,336496.87,18825,N,Y,CSK AUTO CORP,,0.000408
351363,20060131,243537107,DECK,324217.22,10154,N,Y,DECKERS OUTDOOR CORP,,0.000247
123307,19990730,402040109,GTRC,242601.0,20112,N,Y,GUITAR CTR INC,,0.000277
6595,19960329,249030107,XRAY,,17895,Y,N,DENTSPLY INTERNATL I,0.0136,
252478,20030331,983024100,WYE,50159644.86,1326273,Y,N,WYETH,0.006199,
275965,20031128,92047K107,VVTV,261764.0,16888,N,Y,VALUEVISION MEDIA INC,,0.000302
378469,20061031,389915109,GFR,203691.54,8814,N,Y,GREAT AMERICAN FINL RES,,0.000152
266826,20030829,860342104,SVC,510024.7,28493,N,Y,STEWART & STEVENSON,,0.000647
160432,20000831,369385109,GNCMA,334128.0,41766,N,Y,GENERAL COMMUNICATIO,,0.000335
5454,19960229,88162F105,TTRA,,12803,N,Y,TETRA TECHNOLOGIES I,,0.031
316350,20050131,589405109,MERQ,3695150.94,84422,Y,N,MERCURY INTERACTIVE CORP,0.000316,
300379,20040831,231561101,CW,1146994.2,20988,N,Y,CURTISS WRIGHT CORP,,0.001203
292576,20040528,64115P102,NTIQ,707285.0,53380,N,Y,NETIQ CORP,,0.000785
289503,20040430,577345101,MLP,102102.0,3094,N,Y,MAUI LAND & PINEAPPLE CO,,0.000114
319486,20050228,640522108,NTEC,113503.68,26274,N,Y,NEOSE TECHNOLOGIES INC,,0.000103
358363,20060331,630075109,NGEN,187221.88,61994,N,Y,NANOGEN INC,,0.000137
84677,19980630,091250100,BIR,345683.25,27934,N,Y,BIRMINGHAM STEEL COR,,0.000333
45481,19970430,570387100,IV,,66255,Y,N,MARK IV INDUSTRIES I,0.0235,
354657,20060228,361268105,GKSR,757679.8,19378,N,Y,G&K SERVICES INC,,0.000582
179857,20010330,085789105,BRY,235469.0,18113,N,Y,BERRY PETE CO,,0.000292
114311,19990430,26842V207,EEX,275489.5,42383,N,Y,EEX CORP NEW,,0.000317
108928,19990226,398433102,GFF,273906.0,30434,N,Y,GRIFFON CORPORATION,,0.000345
222184,20020531,758075402,RWT,256945.0,8710,N,Y,REDWOOD TR INC,,0.000317
372091,20060831,227483104,CCRN,527049.16,32098,N,Y,CROSS COUNTRY HEALTHCARE,,0.000417
789,19960131,249509100,DFS,,21545,Y,N,DEPARTMENT 56 INC  -,0.0165,
213077,20020228,582266102,MCLDQ,99320.22,551779,Y,N,MCLEODUSA INC,1e-05,
38096,19970228,000782102,ABTC,,10414,N,Y,ABT BUILDING PRODUCT,,0.0341
111639,19990331,338032204,FSH,695590.75,40034,N,Y,FISHER SCIENTIFIC IN,,0.00087
205334,20011130,887100105,TBL,701832.45,20185,Y,N,TIMBERLAND CO,6.7e-05,
143982,20000229,598148104,MWY,437220.56,29517,N,Y,MIDWAY GAMES INC,,0.000409
19876,19960731,84762J100,SBYT,,24233,N,Y,SPECTRUM HOLOBYTE IN,,0.0197
54687,19970731,704231109,PXN,206819.25,15609,N,Y,PAXSON COMM CORP  -C,,0.0249
258064,20030530,902984103,USAI,8503717.35,221163,Y,N,USA INTERACTIVE,0.000922,
285981,20040331,340632108,FLA,523724.22,14621,N,Y,FLORIDA EAST COAST INDS,,0.000557
102082,19981231,009363102,ARG,549638.38,61498,N,Y,AIRGAS INC,,0.000643
140870,20000131,462030107,IOM,1095997.5,269784,N,Y,IOMEGA CORP,,0.001181
320248,20050228,881448104,TWW,225138.0,300184,N,Y,TERREMARK WORLDWIDE INC,,0.000204
379586,20061031,781846209,RUSHA,408968.0,21800,N,Y,RUSH ENTERPRISES INC,,0.000306
209987,20020131,48880L107,KNDL,175716.0,9762,N,Y,KENDLE INTERNATIONAL,,0.00022
244641,20030131,296315104,ESE,413158.6,11941,N,Y,ESCO TECHNOLOGIES IN,,0.00071
63573,19971031,72813P100,PYX,272440.0,27244,N,Y,PLAYTEX PRODUCTS INC,,0.0315
91530,19980831,416196103,HHS,1038762.56,47351,Y,N,HARTE HANKS COMMUN I,0.000129,
130001,19990930,696429307,PLL,2877499.19,124097,Y,N,PALL CORP,0.000267,
65338,19971128,297425100,ESL,305109.37,8625,N,Y,ESTERLINE TECHNOLOGI,,0.0355
312199,20041231,174740100,CIA,199654.91,31343,N,Y,CITIZENS INC,,0.000174
66144,19971128,611662107,MTC,25844782.31,591583,Y,N,MONSANTO CO,0.3265,
196664,20010831,918905100,VHI,89561.6,6997,Y,N,VALHI INC NEW,9e-06,
257723,20030530,80874P109,SGMS,354275.75,45713,N,Y,SCIENTIFIC GAMES COR,,0.000514
102412,19981231,115885105,BFI,4587708.13,161326,Y,N,BROWNING-FERRIS INDS,0.000443,
268343,20030930,356602102,FMKT,288130.43,37030,N,Y,FREEMARKETS INC,,0.000372
383226,20061229,003881307,ACTG,372619.62,27849,N,Y,ACACIA RESEARCH CORP,,0.000273
330504,20050630,26168L205,DW,344313.6,7584,N,Y,DREW INDUSTRIES INC,,0.000298
186862,20010531,644383101,NUFO,68221.71,6829,Y,N,NEW FOCUS INC,6e-06,
170161,20001130,72813P100,PYX,255952.12,28638,N,Y,PLAYTEX PRODS INC,,0.000316
161665,20000831,803893106,SATC,262284.37,7575,N,Y,SATCON TECHNOLOGY CO,,0.000263
322459,20050331,629156407,NL,182074.2,7882,N,Y,NL INDUSTRIES INC,,0.000168
326165,20050429,85590A203,HOT,11247945.28,206992,Y,N,STARWOOD HOTELS & RESRTS,0.00098,
141292,20000131,64120L104,NTAP,13203829.37,131545,Y,N,NETWORK APPLIANCE IN,0.001098,
237482,20021031,888706108,TIVO,80811.0,18450,N,Y,TIVO INC,,0.000138
36788,19970131,577777105,SPEH,,6982,N,Y,MAY & SPEH INC,,0.0084
332718,20050729,00847J105,AGYS,588303.46,30419,N,Y,AGILYSYS INC,,0.000481
255610,20030530,037604204,UOPX,678450.81,14849,Y,N,APOLLO GRP UNIV PHOE,7.4e-05,
100072,19981130,31769P100,FSA,1640543.0,29896,Y,N,FINL SEC ASSURN HLD,0.000168,
283586,20040227,548661107,LOW,42576968.0,760303,Y,N,LOWES COS INC,0.003837,
326051,20050429,816909105,SMTL,146936.16,16272,N,Y,SEMITOOL INC,,0.000144
194622,20010831,232820100,CYT,1328724.8,40240,N,Y,CYTEC INDS INC,,0.001707
331970,20050630,783859101,STBA,959682.4,26584,N,Y,S & T BANCORP INC,,0.000829
271261,20031031,336158100,FRC,373036.0,10420,N,Y,FIRST REPUBLIC BANK,,0.000446
263421,20030731,726540503,PLX,280863.24,20076,N,Y,PLAINS RESOURCES INC,,0.000371
357859,20060331,45167R104,IEX,2665626.15,51095,Y,N,IDEX CORP,0.000204,
61841,19971031,073302101,BEAV,617034.37,21939,N,Y,BE AEROSPACE INC,,0.0714
74634,19980227,581557105,MCK,3809242.87,73079,Y,N,MCKESSON CORP,0.00044,
381587,20061130,45254P102,IMH,746668.53,76113,N,Y,IMPAC MORTGAGE HOLDINGS,,0.000549
49813,19970630,028910107,AORI,,28360,N,Y,AMERICAN ONCOLOGY RE,,0.0604
137512,19991231,257826107,DK,86467.5,13176,N,Y,DONNA KARAN INTL INC,,9.2e-05
142146,20000131,911163103,UNFI,95148.25,8851,N,Y,UNITED NAT FOODS INC,,0.000103
39942,19970228,671802106,OAKT,,35856,N,Y,OAK TECHNOLOGY INC,,0.0704
384771,20061229,530555101,LBTYA,11687867.4,400956,Y,N,LIBERTY GLOBAL INC,0.000823,
288045,20040430,036384105,ANST,90521.55,6489,N,Y,ANSOFT CORP,,0.000102
92705,19980831,832248108,SFDS,606958.5,33258,N,Y,SMITHFIELD FOODS INC,,0.000872
290554,20040430,912909108,X,3240543.81,113187,Y,N,UNITED STATES STEEL CORP,0.000302,
326270,20050429,879080109,TRC,335862.55,7573,N,Y,TEJON RANCH CO,,0.000329
94554,19980930,444482103,HUG,607650.63,21415,N,Y,HUGHES SUPPLY INC,,0.000813
362660,20060531,038020202,CRA,825876.8,73739,N,Y,APPLERA CORP CELERA,,0.000645
111133,19990331,14149Y108,CAH,17955762.0,272057,Y,N,CARDINAL HEALTH INC,0.001677,
68697,19971231,464119106,IRWN,255898.12,6111,N,Y,IRWIN FINL CORP,,0.0293
213346,20020228,683718100,OPWV,975359.97,174483,Y,N,OPENWAVE SYS INC,9.5e-05,
260915,20030630,871655106,SYPR,55637.38,5386,N,Y,SYPRIS SOLUTIONS INC,,7.8e-05
318378,20050228,237194105,DRI,4314371.2,160984,Y,N,DARDEN RESTAURANTS INC,0.000362,
168713,20001130,191216100,KO,125479833.75,2003670,Y,N,COCA COLA CO,0.010608,
271829,20031031,55264U108,MBFI,543172.94,11486,N,Y,MB FINANCIAL INC,,0.00065
21452,19960830,343861100,FLR,,83574,Y,N,FLUOR CORP,0.0987,
1403,19960131,462218108,ION,,14138,N,Y,IONICS INC,,0.1032
370632,20060731,758932107,RGS,1537795.12,45659,N,Y,REGIS CORP,,0.001252
205265,20011130,871873105,SCTC,359259.84,30944,N,Y,SYSTEMS & COMPUTER T,,0.000472
150900,20000531,055652101,BSBN,155855.0,8176,N,Y,BSB BANCORP,,0.000176
101367,19981130,784018103,SCMM,692782.88,11619,N,Y,SCM MICROSYSTEMS INC,,0.000855
193279,20010731,811904101,CKH,759542.4,16992,N,Y,SEACOR SMIT INC,,0.000941
83535,19980529,744516105,PGS,428506.25,20165,N,Y,PUBLIC SERVICE CO OF,,0.000471
227038,20020731,375766102,G,34747452.48,1056796,Y,N,GILLETTE CO,0.003991,
268747,20030930,494274103,KBALB,322622.62,22007,N,Y,KIMBALL INTERNATIONAL,,0.000417
169349,20001130,441815107,HI,23558655.75,472354,Y,N,HOUSEHOLD INTL INC,0.001992,
293526,20040528,92924F106,WGL,1336518.33,48583,Y,N,WGL HOLDINGS INC,0.000123,
319120,20050228,501014104,KKD,300720.48,54876,N,Y,KRISPY KREME DOUGHNUTS,,0.000272
376860,20060929,86837X105,SWSI,215998.2,10909,N,Y,SUPERIOR WELL SERVICES,,0.00017
309717,20041130,367626108,GTW,1516518.9,222690,N,Y,GATEWAY INC,,0.001368
271638,20031031,461851107,INVN,466291.54,17162,N,Y,INVISION TECHNOLOGIES,,0.000558
367512,20060630,720186105,PNY,1855013.4,76338,N,Y,PIEDMONT NAT GAS INC,,0.001451
178017,20010228,460335201,ISCA,1242246.12,27529,Y,N,INTERNATIONAL SPEEDW,0.000111,
68873,19971231,552885105,MGI,326520.0,13605,N,Y,MGI PROPERTIES,,0.0374
142848,20000229,150925105,CLST,327789.66,34167,N,Y,CELLSTAR CORP,,0.000307
365406,20060630,00163T109,AMB,4448450.55,88001,Y,N,AMB PROPERTY CORP,0.000346,
102799,19981231,249509100,DFS,679017.31,18077,N,Y,DEPARTMENT 56 INC  -,,0.000794
175262,20010131,489170100,KMT,828103.3,30278,N,Y,KENNAMETAL INC,,0.000905
301954,20040831,78427V102,SINT,100490.22,5022,N,Y,SI INTERNATIONAL INC,,0.000105
33301,19961231,36155Q109,GCX,,5621,N,Y,GC COMPANIES INC,,0.0281
69241,19971231,69357H106,PRIA,354036.37,12261,N,Y,PRI AUTOMATION INC,,0.0406
55428,19970731,913155107,UVSGA,263440.0,11392,N,Y,UNITED VIDEO SATEL,,0.0318
173326,20001229,82980K107,SWW,133313.75,46370,N,Y,SITEL CORP,,0.000152
294802,20040630,373200203,GGC,1021364.52,28482,N,Y,GEORGIA GULF CORP,,0.000986
248603,20030228,693282105,PDFS,71843.54,11954,N,Y,PDF SOLUTIONS INC,,0.000127
309587,20041130,302445101,FLIR,1894825.1,33626,Y,N,FLIR SYSTEMS INC,0.000163,
185747,20010531,21036P108,STZ,1291219.2,33408,N,Y,CONSTELLATION BRANDS,,0.001452
191069,20010731,03234G106,AMTR,71443.08,3188,N,Y,AMTRAN INC,,8.9e-05
130132,19990930,741929103,PRTL,464079.0,22099,N,Y,PRIMUS TELECOMMUNICA,,0.000557
283871,20040227,65473P105,NI,5691775.83,262173,Y,N,NISOURCE INC,0.000513,
83582,19980529,758110100,RBK,1376722.5,47886,Y,N,REEBOK INTERNATIONAL,0.000153,
275892,20031128,90337L108,USPH,165173.12,11221,N,Y,U S PHYSICAL THERAPY,,0.00019
237628,20021031,920437100,VALU,52670.51,1367,N,Y,VALUE LINE INC,,9e-05
363619,20060531,38388F108,GRA,950051.0,66905,N,Y,GRACE W R & CO,,0.000742
247301,20030228,202218103,NNN,543495.15,36599,N,Y,COMMERCIAL NET LEASE,,0.000961
99006,19981030,939640108,WPO,3885858.0,7318,Y,N,WASHINGTON POST  -CL,0.000421,
249326,20030228,901167106,TWTR,104198.4,19296,N,Y,TWEETER HOME ENTMT G,,0.000184
120836,19990630,590479101,MESA,227445.36,30263,N,Y,MESA AIR GROUP,,0.000249
297363,20040730,21988R102,EXBD,2212604.1,39023,Y,N,CORPORATE EXECUTIVE,0.000203,
168467,20001130,090578105,BTGC,368381.25,54575,N,Y,BIO TECHNOLOGY GEN C,,0.000454
196381,20010831,858495104,LVB,106187.4,6138,N,Y,STEINWAY MUSICAL INS,,0.000136
120784,19990630,577778103,MAY,13658136.0,334144,Y,N,MAY DEPARTMENT STORE,0.001179,
262497,20030731,39943Y103,GSOF,163728.19,9001,N,Y,GROUP 1 SOFTWARE INC,,0.000216
128922,19990930,285661104,EDS,19337010.0,365280,Y,N,ELECTRONIC DATA SYS,0.001794,
92493,19980831,754603108,RYC,2431215.0,83835,Y,N,RAYCHEM CORP,0.000302,
359615,20060428,02216N105,ALTU,161070.0,7375,N,Y,ALTUS PHARMACEUTICALS,,0.000118
87312,19980731,001296102,AHLS,171076.5,5431,N,Y,AHL SVCS INC,,0.000199
267286,20030930,001765106,AMR,1790734.2,156396,N,Y,AMR CORP,,0.002314
69536,19971231,784626103,ST,443928.0,10176,N,Y,SPS TECHNOLOGIES INC,,0.0509
9476,19960430,247909104,DLW,,16460,N,Y,DELTA WOODSIDE INDS,,0.0154
301834,20040831,747582104,QSII,160594.44,3371,N,Y,QUALITY SYSTEMS INC,,0.000168
144350,20000229,74264Q108,PRFN,12583.16,2501,N,Y,PRISM FINL CORP,,1.2e-05
237450,20021031,880915103,TRA,77075.46,38927,N,Y,TERRA INDS INC,,0.000132
272210,20031031,69344F106,PMCS,3070003.2,168960,Y,N,PMC-SIERRA INC,0.000302,
262509,20030731,40426W101,HRP,1320759.3,142170,Y,N,HRPT PROPERTIES TRUST,0.000138,
335614,20050729,986670107,YRK,1794275.43,41991,N,Y,YORK INTERNATIONAL CORP,,0.001466
179275,20010228,902681105,UGI,661937.97,27051,N,Y,UGI CORP NEW,,0.000779
372224,20060831,270006109,EGLT,122997.4,7330,N,Y,EAGLE TEST SYS INC,,9.7e-05
24837,19960930,485134100,KLT,,61902,Y,N,KANSAS CITY POWER &,0.029,
96872,19981030,20902E106,CIG,116897.5,10165,N,Y,CONSOLIDATED CIGAR H,,0.000152
99404,19981130,059815100,BDG,458424.63,12959,N,Y,BANDAG INC,,0.000566
201251,20011030,493267108,KEY,9150153.36,425193,Y,N,KEYCORP NEW,0.000932,
171666,20001229,21988R102,EXBD,763221.64,19193,N,Y,CORPORATE EXECUTIVE,,0.000873
20835,19960830,123164105,BSH,,8858,N,Y,BUSH INDUSTRIES  -CL,,0.0257
13495,19960531,696429307,PLL,,115040,Y,N,PALL CORP,0.0561,
205903,20011231,045235108,ASPM,125410.0,12541,N,Y,ASPECT MED SYS INC,,0.000156
