PERMNO,date,SICCD,NCUSIP,TICKER,COMNAM,TSYMBOL,PERMCO,HEXCD,CUSIP,PRC,VOL,RET,BID,ASK,SHROUT,NUMTRD,ewretd
26201,2002-01-25,3660,20582620,CMTL,COMTECH TELECOMMUNICATIONS CORP,CMTL,9654,3,20582620,12.001,7286.0,0.043175,12.09,12.17,7438.0,21.0,0.000221
85905,2003-06-24,6726,24276Q10,DSU,DEBT STRATEGIES FUND INC NEW,DSU,34682,1,09255R20,6.54,477400.0,-0.015060,6.54,6.58,102782.0,,0.0014199999999999998
75603,2005-08-04,3670,17275510,CRUS,CIRRUS LOGIC INC,CRUS,10210,3,17275510,7.66,659938.0,-0.016687999999999998,7.65,7.66,85616.0,2360.0,-0.006831
14526,1996-09-10,3230,03759810,APOG,APOGEE ENTERPRISES INC,APOG,317,3,03759810,33.25,15907.0,-0.005607,33.0,33.5,13660.0,32.0,-0.000101
80295,1998-10-26,5050.0,78190310,RUSMF,RUSSEL METALS INC,RUSMF,28143,3,78190310,1.625,100.0,-0.187500,1.625,2.0,50988.0,1.0,0.012486
90776,2006-11-01,6022.0,95763810,WAL,WESTERN ALLIANCE BANCORPORATION,WAL,46890,1,95763810,33.08,75200.0,-0.026486,33.06,33.08,26977.0,,-0.01009
77222,1998-06-23,4810,46057T40,INCC,INTERNET COMMUNICATIONS CORP,INCC,11254,3,46057T40,6.15625,12000.0,-0.005051,6.09375,6.15625,5458.0,10.0,0.004856
79336,2000-05-31,3221,52989810,LBY,LIBBEY INC,,29883,2,52989810,30.25,36700.0,0.00207,30.0625,30.3125,15222.0,,0.002846
75795,1998-10-19,6150,02001110,ASFN,ALLSTATE FINANCIAL CORP VA,ASFN,10275,3,02001110,3.1875,1000.0,0.0625,3.125,3.1875,2324.0,1.0,0.018019999999999998
53082,2004-08-20,4510,56063510,MAIR,MAIR HOLDINGS INC,MAIR,6121,3,56063510,8.25,12933.0,-0.0036229999999999995,8.25,8.27,20464.0,56.0,0.011319
75312,1997-03-25,6726,74679810,PGT,PUTNAM INTERMEDIATE GOVT INC TR,,21464,1,74679810,7.25,134900.0,-0.016949,7.25,7.5,65037.0,,0.00041799999999999997
37277,2002-08-05,3421,87082710,SABI,SWISS ARMY BRANDS INC,SABI,6603,3,87082710,8.96,2000.0,0.001117,8.96,8.99,8274.0,2.0,-0.0213
79122,1999-04-27,2830,29764530,ETHCY,ETHICAL HOLDINGS LTD,ETHCY,12064,3,02311120,9.25,1850.0,0.0,9.0,9.125,1205.0,5.0,0.00504
82474,1997-08-19,8260,00204C10,ARVI,A R V ASSISTED LIVING INC,ARVI,14061,2,00204C10,10.98438,3550.0,0.004286,10.75,11.0,9663.0,12.0,0.008118
80270,1996-06-05,8730.0,77866R10,RPII,ROTARY POWER INTL INC,RPII,12837,3,77866R10,2.875,20000.0,0.000000,2.625,3.0,4391.0,11.0,0.004811
81060,2004-05-24,7011,40862310,JQH,HAMMONS JOHN Q HOTELS INC,JQH,30519,2,40862310,9.16,900.0,0.000546,9.15,9.24,4834.0,,0.006881
82746,2000-03-22,8730.0,87156R10,SNAP,SYNAPTIC PHARMACEUTICAL CORP,SNAP,14231,3,87156R10,8.5,185851.0,0.133333,8.40625,8.5,10796.0,247.0,0.012681
83661,2002-04-12,4010,37155910,GNWR,GENESEE & WYOMING INC,GNWR,14754,1,37155910,24.1,359296.0,-0.054902,24.1,24.64,12769.0,459.0,0.011355
11511,2006-07-26,3670,15690510,,CERAMICS PROCESS SYS CORP,,9340,3,12619F10,,,B,,,7573.0,,0.0006309999999999999
84320,2002-09-16,7370,45169U10,IGTE,IGATE CORP,IGTE,15238,3,45169U10,3.87,18588.0,-0.029832,3.87,3.96,51403.0,43.0,-0.006229999999999999
84162,2005-04-27,6021,20343F10,SCB,COMMUNITY BANKSHARES INC S C,SCB,31791,2,20343F10,17.63,1500.0,-0.028650,17.51,17.66,4386.0,,-0.002878
77790,2006-11-22,6552,86316720,STRS,STRATUS PROPERTIES INC,STRS,11600,3,86316720,-28.91,0.0,0.003994,28.5,29.32,7340.0,0.0,0.0032329999999999998
31552,2004-09-03,3812,28134710,EDO,EDO CORP,EDO,20633,1,28134710,26.5,110500.0,-0.000754,26.45,26.5,19952.0,,-0.0033079999999999997
83966,1997-07-31,7370,87872R10,TMAI,TECHNOLOGY MODELING ASSOC INC,TMAI,14963,3,87872R10,12.0,35850.0,-0.030303,12.0,12.5,7684.0,12.0,0.0038450000000000003
10294,1998-03-19,5712,41959620,HAVTA,HAVERTY FURNITURE COS INC,HAVTA,2089,1,41959620,19.125,4000.0,-0.006494,19.125,20.0,2847.0,4.0,0.003967
76082,2005-03-08,1311,12709710,COG,CABOT OIL & GAS CORP,COG,26024,1,12709710,56.7,225200.0,0.005141,56.7,56.75,33086.0,,-0.004019
77808,2000-01-10,6726,67063X10,NXR,NUVEEN SEL TAX FREE INC PORT 3,,29538,1,67063X10,12.5,15800.0,0.005025,,,12964.0,,0.015333000000000001
75294,1997-11-12,1041,35671D10,FCX,FREEPORT MCMORAN COPPER & GOLD,,20763,1,35671D10,21.9375,195800.0,-0.005666,21.625,22.0625,81854.0,,-0.017490000000000002
10909,2002-07-17,7373,15678210,CERN,CERNER CORP,CERN,8786,3,15678210,40.76,1314891.0,0.040061,40.77,40.83,35476.0,3430.0,0.0051259999999999995
79546,2003-06-06,6798,22818610,CWN,CROWN AMERICAN REALTY TRUST,CWN,29938,1,22818610,10.2,169300.0,0.001965,10.14,10.21,32078.0,,0.000103
78002,2003-01-09,2835,89643810,TRIB,TRINITY BIOTECH PLC,TRIB,11755,3,89643830,1.34,296160.0,0.000747,1.34,1.36,34847.0,114.0,0.013169
87920,1999-12-06,6020,31977710,FCBIA,FIRST COMMERCE BANCSHARES INC,FCBIA,7903,3,31977710,21.75,2000.0,0.035714,21.0,22.5,2569.0,3.0,-7.099999999999999e-05
75605,1999-11-30,6020,32081710,FRME,FIRST MERCHANTS CORP,FRME,10218,3,32081710,27.0,26476.0,0.006993000000000001,27.125,27.25,12051.0,22.0,-0.000749
87314,2005-08-08,7371,25385P10,DGIN,DIGITAL INSIGHT CORP,DGIN,17169,3,25385P10,23.82,246783.0,0.000000,23.81,23.82,34055.0,1203.0,-0.004064
77126,2000-08-23,6726,67098610,NUN,NUVEEN NY QLTY INCOME MUN FD INC,,29332,1,67098610,13.8125,13400.0,-0.0045049999999999995,13.6875,14.0,24060.0,,0.002525
79444,1999-06-28,1311,86164210,SGY,STONE ENERGY CORP,,29930,1,87484T10,41.9375,68200.0,0.002990,41.375,42.5,15085.0,,0.006292
82485,2002-01-28,3670,28415510,ELNT,ELANTEC SEMICONDUCTOR INC,ELNT,14040,3,28415510,36.9,397396.0,-0.008064,36.88,37.0,23110.0,1020.0,0.000446
14323,2001-08-13,3662,03442510,ANDW,ANDREW CORP,ANDW,272,3,03442510,22.15,801477.0,0.026413,22.13,22.15,81396.0,1029.0,0.002532
85607,1996-10-02,1620,04762010,ATKN,ATKINSON GUY F CO CALIF,ATKN,7628,3,04762010,12.5,16455.0,0.010101,12.25,12.75,8987.0,18.0,0.004801
86430,1999-03-30,7370.0,62748710,MUZE,MUSE TECHNOLOGIES INC,MUZE,16319,3,62748710,4.375,204587.0,0.000000,4.25,4.375,10144.0,111.0,-0.003471
77154,2000-12-11,6726,67098810,NPF,NUVEEN PREMIER MUNI INC FD INC,,29362,1,67098810,14.0,21800.0,0.009009,13.75,14.25,20052.0,,0.012066
10434,1996-03-04,3144,50170810,LA,L A GEAR INC,,8353,1,50170810,2.25,56600.0,0.0,2.125,2.375,22936.0,,0.003036
76934,1998-10-23,5190,45765Y10,ISIG,INSIGNIA SYSTEMS INC,ISIG,10993,3,45765Y20,2.125,6000.0,0.030303,2.0,2.25,8498.0,3.0,0.008595
84050,1998-01-09,3290,02261110,ALYN,ALYN CORPORATION,ALYN,15064,3,02261110,9.25,9565.0,0.000000,9.125,9.75,10750.0,20.0,-0.020594
84411,1997-10-01,8990,22889510,CCEL,CRYO CELL INTERNATIONAL INC,CCEL,15276,3,22889510,-3.5,0.0,0.000000,3.375,3.625,7183.0,0.0,0.0035450000000000004
88585,2001-09-18,3679,95874P10,WMUX,WESTERN MULTIPLEX CORP,WMUX,38478,3,74428320,3.74,20487.0,0.123123,3.64,3.77,57847.0,35.0,-0.009885
19677,1996-07-10,1311,11988520,BFX,BUFFTON CORP,,696,2,05541210,-1.875,0.0,-0.032258,1.8125,1.9375,6727.0,,-0.00843
11663,1998-09-29,5632,41335310,HLD,HAROLDS STORES INC,,9484,2,41335310,6.125,700.0,0.0,,,6063.0,,-0.003653
88850,2002-07-12,3823,28486810,ELC,ELECTRIC CITY CORP,ELC,41078,3,53261U30,1.44,12700.0,-0.040000,1.3,1.45,31196.0,,-0.0015429999999999999
81195,2005-05-11,7363,00675410,ADO,ADECCO S A,ADO,13507,1,00675410,12.18,41000.0,-0.004088,12.17,12.2,7744.0,,-0.000229
80274,2000-05-05,3610.0,82661L10,SGMA,SIGMATRON INTERNATIONAL INC,SGMA,12835,3,82661L10,4.25,200.0,-0.055556,4.375,4.75,2881.0,1.0,0.008431000000000001
88194,2001-05-16,7363,86317010,SERV,STRATUS SVCS GROUP INC,SERV,37187,3,86317010,1.45,1000.0,-0.093750,1.45,1.69,5812.0,1.0,0.009951999999999999
56143,2006-09-22,2421,73282710,POP,POPE & TALBOT INC,POP,21427,1,73282710,5.78,148200.0,0.0017329999999999997,5.77,5.84,16340.0,,-0.0054399999999999995
80147,1998-12-02,6020.0,71031310,PPLS,PEOPLES BANK CORP OF INDIANAPOLI,PPLS,12776,3,71031310,31.125,3375.0,0.000000,31.0,31.5,2788.0,2.0,-0.0009109999999999999
83867,1997-05-12,2740,37892710,GOGO,GLOBAL ONE DIST & MER INC,GOGO,14939,3,37892710,-2.375,0.0,0.000000,2.0,2.75,13012.0,0.0,0.005104999999999999
61496,1997-04-01,5030,70334310,PATK,PATRICK INDUSTRIES INC,PATK,3466,3,70334310,14.5,4652.0,-0.016949000000000002,14.375,14.75,5965.0,12.0,-0.005864
80370,2000-10-24,3080,89692610,TSSS,TRIPLE S PLASTICS INC,TSSS,12925,3,89692610,30.5,10000.0,0.089286,30.0,30.5,3782.0,25.0,0.0013830000000000001
75412,1996-05-24,6726,68393910,OGT,OPPENHEIMER MULTI GOVT TR,,21991,1,68397510,7.0,6000.0,0.000000,6.875,7.25,6616.0,,0.005934
11378,2000-11-10,2819,12960310,CCC,CALGON CARBON CORP,,9221,1,12960310,5.8125,27700.0,0.000000,5.6875,5.9375,38807.0,,-0.017457
88990,2005-02-16,3674.0,45764710,INVX,INNOVEX INC,INVX,7603,3,45764710,4.62,45824.0,-0.010707,4.61,4.67,19149.0,114.0,0.002078
38659,1997-10-22,3660,37190110,GNTX,GENTEX CORP,GNTX,5242,3,37190110,25.875,139726.0,0.000000,25.875,26.375,35258.0,166.0,0.000349
77336,1997-12-17,8050,58320020,MBRK,MEADOWBROOK REHAB GROUP INC,MBRK,11340,3,13200N10,1.75,1033.0,-0.125000,1.75,2.25,1157.0,2.0,0.003851
83357,1998-07-31,3840,04301310,AVEI,ARTERIAL VASCULAR ENGR INC,AVEI,14504,3,04301310,39.5,1280526.0,0.000000,39.5,39.875,64186.0,933.0,-0.010296
57251,2003-04-16,3820,64287610,NBSC,NEW BRUNSWICK SCIENTIFIC INC,NBSC,3139,3,64287610,4.71,1300.0,0.000000,4.71,4.8,8570.0,6.0,-0.0010279999999999998
85453,1998-05-07,6710,03584810,ANNB,ANNAPOLIS NATIONAL BANCORP INC,ANNB,15728,3,03584810,-11.5625,0.0,0.000000,11.375,11.75,2312.0,0.0,-0.003143
11938,1998-04-13,6710,82519010,SLFC,SHORELINE FINANCIAL CORP,SLFC,9650,3,82519010,31.25,4588.0,0.016260,30.5,31.25,8883.0,15.0,3e-06
76090,1999-08-13,7993,41361910,HET,HARRAHS ENTERTAINMENT INC,,26032,1,41361910,21.875,522500.0,0.097179,21.6875,22.0,127112.0,,0.009553
76177,1997-10-27,8099,59523C10,MME,MID ATLANTIC MEDICAL SVCS INC,,10511,1,59523C10,14.4375,191400.0,-0.097656,14.3125,14.6875,54678.0,,-0.053333000000000005
89213,2002-04-22,742.0,91819410,WOOF,V C A ANTECH INC,WOOF,42398,3,91819410,13.61,104856.0,-0.034752,13.6,13.93,36736.0,203.0,-0.008459
77045,2005-11-03,7200,86037010,STEI,STEWART ENTERPRISES INC,STEIE,11142,3,86037010,5.45,324501.0,0.009259,5.4,5.43,105115.0,919.0,0.002822
77660,2001-02-05,6140,22531010,CACC,CREDIT ACCEPTANCE CORP,CACC,11561,3,22531010,5.875,9650.0,-0.020833,5.875,6.0,42479.0,23.0,-0.0037869999999999996
88573,2002-03-05,3674,89672P10,TRPH,TRIPATH TECHNOLOGY INC,TRPH,38468,3,89672P10,1.65,98115.0,0.057692,1.6,1.65,27305.0,110.0,0.002758
71686,2001-02-15,6020,84473010,SOTR,SOUTHTRUST CORP,SOTR,3987,3,84473010,43.3125,590318.0,-0.005739,43.3125,43.375,169053.0,873.0,0.009292
83260,1997-08-21,6710,31614P10,FFOH,FIDELITY FINANCIAL OHIO INC,FFOH,14403,3,31614P10,16.25,100.0,0.040000,15.625,16.25,5579.0,1.0,-0.001583
86290,2004-03-03,3674,12660110,CVV,C V D EQUIPMENT CORP,CVV,7721,3,12660110,1.8,100.0,0.000000,1.75,1.97,3039.0,,0.002227
82813,2004-01-09,6020,14006510,CCOW,CAPITAL CORP OF THE WEST,CCOW,14291,3,14006520,38.0,10059.0,-0.011960,38.02,38.15,5661.0,31.0,-0.00031299999999999996
38420,2001-07-30,2865,22711610,CK,CROMPTON CORP,,20532,1,16389320,9.25,302800.0,-0.047374,9.12,9.35,113104.0,,-0.001137
81534,2000-06-01,2611.0,G0534510,ARH,ASIA PACIFIC RES INTL HLDGS LTD,,30881,1,G0534510,1.0625,71000.0,0.000000,0.9375,1.125,37745.0,,0.019431
84639,2005-07-07,3840,29256E10,ENMC,ENCORE MEDICAL CORP,ENMC,15406,3,29256E10,5.79,98728.0,-0.011945,5.76,5.78,51750.0,508.0,0.001399
20125,1996-08-23,3662,12501010,CCBL,C COR NET CORP,CCBL,787,3,12501010,14.5,8802.0,-0.008547,14.5,15.0,9603.0,14.0,0.002156
11203,1999-07-08,6331,69367410,PXT,P X R E CORP,,9053,1,G0464B10,19.0,7100.0,-0.003279,19.0,19.0625,11708.0,,0.0024219999999999997
62200,1996-04-01,5080,71372710,PERF,PERFECTDATA CORP,PERF,6169,3,71372710,1.1875,300.0,0.0,1.1875,1.3125,3069.0,2.0,0.002314
89504,2003-01-23,6022.0,65747710,NBAN,NORTH BAY BANCORP,NBAN,43506,3,65747710,-27.58,0.0,-0.018505,27.27,27.89,2130.0,0.0,0.0064069999999999995
85610,1999-11-09,3724,44320810,HWM,HOWMET INTERNATIONAL INC,,32149,1,44320810,14.25,82100.0,-0.004367,14.0,14.5,100029.0,,0.002203
81696,1996-04-01,5060,27876210,DISH,ECHOSTAR COMMUNICATIONS CORP NEW,DISH,13790,3,25470M10,35.5,223011.0,0.051852,35.5,36.25,10535.0,121.0,0.002314
18570,2004-03-22,5810,09676110,BOBE,BOB EVANS FARMS INC,BOBE,595,3,09676110,32.0,211610.0,0.008192,32.0,31.91,35209.0,971.0,-0.01614
80008,2003-11-07,6720,78091510,OTCM,ROYCE MICRO CAP TRUST INC,OTCM,12685,1,78091510,12.6,46861.0,0.015309999999999999,12.56,12.64,18540.0,90.0,0.002978
10401,2002-08-02,4813,00195710,T,A T & T CORP,T,20103,1,00195750,9.6,11455700.0,-0.007239,9.48,9.6,3813897.0,,-0.017863
86751,2000-07-03,6022,38358410,GOV,GOUVERNEUR BANCORP INC,,35010,2,38358410,-4.3125,0.0,-0.014286,4.125,4.5,2277.0,,0.009012000000000001
90110,2005-12-01,2834.0,44106010,HSP,HOSPIRA INC,HSP,45068,1,44106010,44.3,434500.0,0.003397,44.31,44.32,160853.0,,0.011442
80990,2005-09-09,6020,31639410,LION,FIDELITY SOUTHERN CORP NEW,LION,13403,3,31639410,17.55,2629.0,-0.002841,17.55,17.83,9173.0,21.0,0.005853
10056,2004-05-24,6036,65163310,NMIL,NEWMIL BANCORP INC,NMIL,8005,3,65163310,-28.35,0.0,-0.004914,28.0,28.7,4224.0,0.0,0.006881
49614,1997-08-08,8740,3190910,AMMB,AMRESCO INC,AMMB,2648,3,3190920,29.875,452246.0,-0.016461,29.75,30.0,36038.0,183.0,-0.007118000000000001
70164,1997-11-18,4910,62895010,NRGG,N R G GENERATING US INC,NRGG,21321,3,19238M10,19.5,3452.0,0.006452,19.5,19.75,6441.0,5.0,-0.00519
85945,1998-05-28,8071,42280620,HEI,HEICO CORP NEW,,20898,1,42280620,27.625,2300.0,0.000000,27.625,27.875,2300.0,,0.007384999999999999
26201,1996-01-12,3660,20582620,CMTL,COMTECH TELECOMMUNICATIONS CORP,CMTL,9654,3,20582620,2.375,18500.0,-0.05,2.375,2.625,2605.0,8.0,0.001175
82238,1999-03-30,7363,71533810,PGA,PERSONNEL GROUP OF AMERICA INC,,30950,3,20581E10,6.9375,343700.0,0.067308,6.8125,7.0625,32819.0,,-0.003471
84765,1997-05-02,2750,96327810,WHEL,WHEELS SPORTS GROUP INC,WHEL,15439,3,96327810,7.125,29000.0,0.008850,7.0,7.125,3535.0,25.0,0.015188
76768,1996-10-11,7373,88366610,TKN,THERMOTREX CORP,,29063,2,88366610,41.25,83000.0,0.034483,41.25,41.5,19105.0,,0.003214
75240,2001-05-25,6723,67062M10,NNY,NUVEEN NEW YORK MUN VALUE FUND,,21314,1,67062M10,9.11,2900.0,0.002200,9.06,9.12,15120.0,,0.0026620000000000003
75822,2002-05-14,3840,86881920,SLTI,SURGICAL LASER TECHS INC,SLTI,10316,3,86881920,1.4,7900.0,0.102362,1.27,1.47,2328.0,10.0,0.015259
70885,1999-12-29,6025,63853940,NW,NATIONAL WESTMINSTER BANK PLC,,21264,1,63853940,127.25,3300.0,-0.006345,126.875,127.875,4736.0,,0.014143000000000001
76660,1998-10-15,3842,83400510,SDG,SOFAMOR DANEK GROUP INC,,10938,1,83400510,88.125,53000.0,0.036765,87.4375,88.25,26735.0,,0.025737
61487,2005-10-07,1311,635130,AE,ADAMS RESOURCES & ENERGY INC,AE,59,2,635130,20.24,7100.0,0.013013,20.1,20.25,4218.0,,0.004599
56275,2001-05-24,6021,63545P10,NCBC,NATIONAL COMMERCE FINANCIAL CORP,NCBCE,3143,1,63545P10,23.03,1032604.0,-0.004323,23.02,23.03,205882.0,1139.0,0.005514
83011,1996-11-22,5960,96990410,WSGC,WILLIAMS SONOMA INC,WSGC,6149,1,96990410,34.125,184502.0,0.014870,34.0,34.25,25540.0,106.0,0.007056000000000001
10342,2002-02-15,3840,45323510,IMDC,INAMED CORP,IMDC,8265,3,45323510,28.5,351902.0,-0.025641,28.45,28.54,20200.0,544.0,-0.003773
79261,1997-10-28,7370,78636P10,LOCK,SAF T LOK INC,LOCKC,12223,3,78636P20,2.625,382945.0,-0.005917,2.625,2.6875,6973.0,289.0,0.016064
88222,2002-08-23,6726,46428765,IWM,ISHARES TRUST,IWM,37493,4,46428765,79.65,1742300.0,-0.026284,79.75,80.05,34750.0,,-0.009216
87062,2001-06-06,7372,25375610,DIGX,DIGEX INC DE,DIGX,16690,3,25375610,18.29,100725.0,-0.019303,18.32,18.33,24711.0,182.0,-0.003239
90483,2005-04-19,7389.0,88337K10,NCTY,THE9 LTD,NCTY,46004,3,88337K30,17.49,51718.0,-0.001712,17.37,17.5,6986.0,170.0,0.012076
24046,2004-05-05,4832,18450210,CCU,CLEAR CHANNEL COMMUNICATIONS INC,CCU,6996,1,18450210,42.26,3039200.0,0.011489,42.21,42.25,616936.0,,0.003218
29111,1997-10-14,5620,24272810,DEBS,DEB SHOPS INC,DEBS,5902,3,24272810,-5.5,0.0,-0.022222,5.375,5.625,12845.0,0.0,-0.001387
83335,1998-01-27,3711,80601810,SCV,SCANIA AKTIEBOLAG,,31619,1,80601810,-22.125,0.0,0.029070,21.0,23.25,1873.0,,0.002264
78801,1998-12-01,6726,67101Q10,NMP,NUVEEN MI PRE INC MUN FD INC,,29727,1,67101Q10,15.75,900.0,-0.003953,15.6875,15.875,7678.0,,-0.000938
84344,1999-08-11,7370,M8825810,TTIL,T T I TEAM TELECOM INTL LTD,TTIL,15203,3,M8825810,9.5,34300.0,0.055556,9.4375,9.625,8145.0,56.0,0.008749
87185,2001-09-05,6531,35921N10,FLCG,FRONTLINE CAPITAL GROUP,FLCG,16755,3,35921N10,0.25,41738.0,0.041667,0.23,0.25,37357.0,42.0,-0.008926
30509,1999-02-04,3452,16808810,CVR,CHICAGO RIVET & MACH CO,,20442,2,16808810,25.0,600.0,0.020408000000000003,24.875,25.625,1155.0,,-0.001812
80609,1999-08-02,8093,45811M10,IGR,INTEGRA INC,,13131,2,45811M10,2.375,14600.0,0.000000,2.1875,2.5625,10139.0,,-0.0044009999999999995
82107,2002-10-03,6020,95709010,WABC,WESTAMERICA BANCORPORATION,WABC,2253,3,95709010,38.64,180455.0,-0.044983,38.64,38.85,33601.0,815.0,-0.006104
80190,2003-07-23,6798,00173510,AML,A M L I RESIDENTIAL PPTYS TR,AML,30248,1,00173510,23.85,46300.0,0.004211,23.84,23.85,16831.0,,0.003378
67491,1999-03-26,1311,26842V20,EEX,E E X CORP,,20658,1,26842V20,5.5,333600.0,-0.06383,5.375,5.625,42383.0,,0.002874
78854,2000-04-12,6726,62622C10,MNP,MUNICIPAL PARTNERS FUND INC,,29740,1,95766P10,11.4375,7000.0,0.000000,11.375,11.4375,5757.0,,-0.027052999999999997
88422,2004-01-15,3674,00208B10,ASTT,ASAT HOLDINGS LTD,ASTT,37918,3,00208B20,3.61,283586.0,0.000000,3.58,3.59,27048.0,513.0,0.001466
81065,1998-05-04,6798,86190910,SEA,STORAGE TRUST REALTY,,30526,1,86190910,24.1875,91000.0,-0.002577,24.0,24.375,15235.0,,0.003932
17444,1998-11-06,3670,7734720,BELFA,BEL FUSE INC,BELFA,6653,3,07734720,28.625,16455.0,0.013274000000000001,28.625,29.125,2601.0,49.0,0.010636
82521,2002-06-06,3674,75045910,RSYS,RADISYS CORP,RSYS,14070,3,75045910,13.7,181296.0,0.017075,13.7,13.8,17459.0,447.0,-0.014828000000000001
76873,1998-09-16,1041,G9326310,VDC,V D C CORPORATION LTD,,6345,2,91821B10,5.125,8800.0,-0.023810,,,1757.0,,0.008758
79586,2002-02-19,5070,35952310,FTEK,FUEL TECH N V,FTEK,12390,3,35952310,5.38,56635.0,0.032630,5.3,5.38,18984.0,91.0,-0.014657
53074,2004-03-26,3840,59064R10,MLAB,MESA LABORATORIES INC,MLAB,6883,3,59064R10,9.05,3200.0,0.007795000000000001,9.05,9.13,3047.0,12.0,0.003268
85704,1998-05-26,7370,55646610,MTMS,MADE2MANAGE SYS INC,MTMS,15899,3,55646610,13.125,15639.0,-0.018692,13.0,13.125,4250.0,22.0,-0.013609
84277,2005-01-25,8290,92240C30,VCMP,VCAMPUS CORP,VCMP,15179,3,92240C30,1.47,130855.0,0.050000,1.51,1.54,8461.0,209.0,0.001183
84181,1997-11-06,4011,13637510,CNI,CANADIAN NATIONAL RAILWAY CO,,27520,1,13637510,54.5625,161200.0,-0.009081,54.0,55.125,43207.0,,-0.001748
32791,2001-06-29,3533,94707410,WFT,WEATHERFORD INTL INC NEW,,1543,3,G4883311,48.0,1982400.0,0.027837,47.8,48.02,113703.0,,0.018683
77667,1996-04-08,3840,04276410,ARRO,ARROW INTERNATIONAL INC,ARRO,11567,3,04276410,41.5,107700.0,-0.011905,41.0,43.25,23230.0,6.0,-0.011612
62368,1999-01-04,4511,71660410,PHEL,PETROLEUM HELICOPTERS INC,PHEL,3548,3,69336T10,-16.875,0.0,0.046512,16.25,17.5,2801.0,0.0,0.011409
92401,1996-10-18,3660.0,87969M10,TELS,TELS CORP,TELS,7614,3,87969M10,0.625,62650.0,0.052632,0.59375,0.65625,3900.0,17.0,0.0018809999999999999
84315,1997-09-15,7380,45763510,IMKE,INMARK ENTERPRISES INC,IMKE,15237,3,60688K10,5.375,3300.0,-0.022727,5.25,5.625,2836.0,3.0,0.001281
36468,2005-12-21,5231,82434810,SHW,SHERWIN WILLIAMS CO,SHW,21609,1,82434810,43.98,530800.0,0.0034219999999999997,43.99,44.0,136906.0,,0.005357
88658,2006-08-18,4812,87971M20,TU,TELUS CORP,TU,40157,1,87971M20,46.0,43000.0,-0.007337,45.99,46.02,164426.0,,0.002935
88836,2002-08-26,2834,37246C10,GNVC,GENVEC INC,GNVC,41058,3,37246C40,3.54,8270.0,0.026087,3.45,3.5,21863.0,23.0,0.010799
86069,1998-11-17,1310,43735610,HSOG,HOME STAKE OIL & GAS CO,HSOG,16098,3,43735610,-5.375,0.0,0.000000,5.0,5.75,4405.0,0.0,-0.001663
10078,1999-06-10,3570,86681010,SUNW,SUN MICROSYSTEMS INC,SUNW,8021,3,86681020,59.8125,6377948.0,-0.034309,59.8125,59.875,771166.0,9389.0,-0.002141
86028,2002-03-12,6531,76118310,RZT,RESORTQUEST INTERNATIONAL INC,RZT,34754,1,76118310,7.2,22700.0,-0.020408,7.18,7.25,19243.0,,-0.002667
88826,2002-12-31,4813,87943Q10,TKA,TELEKOM AUSTRIA A G,TKA,41011,1,87943Q10,-20.05,0.0,0.002500,19.83,20.27,450.0,,0.010114
16505,2006-04-20,6710,73317410,BPOP,POPULAR INC,BPOP,475,3,73317470,21.0,1014245.0,-0.024617,20.99,21.0,278072.0,4480.0,-0.0016170000000000002
85168,2003-06-18,1380,12791410,CDIS,CAL DIVE INTERNATIONAL INC,CDIS,15563,1,42330P10,21.5,263767.0,0.009390,21.41,21.51,37629.0,991.0,0.001248
78916,2001-10-22,2834,94268310,WPI,WATSON PHARMACEUTICALS INC,,11965,1,G0177J10,51.16,1179700.0,0.027103,51.01,51.16,105870.0,,0.008011
81620,2003-11-24,3540.0,41232430,HDNG,HARDINGE INC,HDNG,13743,3,41232430,10.94,6650.0,0.067317,10.74,10.92,8851.0,24.0,0.012823
75288,2001-08-23,3231,25787010,DON,DONNELLY CORP,,20595,1,25787010,15.4,1800.0,0.006536,15.2,15.45,6271.0,,-0.003714
83404,1996-09-12,3840,71892810,PHYX,PHYSIOMETRIX INC,PHYX,14570,3,71892810,5.5,500.0,0.100000,5.0,5.5,5551.0,1.0,0.004639
79548,1996-09-12,6798,63623G10,TEE,NATIONAL GOLF PROPERTIES INC,,29946,1,63623G10,28.0,16000.0,0.000000,27.75,28.125,10622.0,,0.004639
86006,2002-09-30,6160,91130110,UPFC,UNITED PANAM FINANCIAL CORP,UPFC,16068,3,91130110,6.89,12715.0,0.005839,6.86,6.9,15567.0,23.0,-0.003513
88462,2003-07-22,2834,69562K10,PTIE,PAIN THERAPEUTICS INC,PTIE,37952,3,14817C10,8.34,70023.0,0.008464,8.3,8.39,27566.0,218.0,0.007835
76966,2001-11-14,3840,69138420,OMED,OXBORO MEDICAL INC,OMED,10853,3,85857T10,8.8,1100.0,0.000000,8.68,8.8,1777.0,5.0,0.007522
87504,2005-12-27,3670,M6989710,MTLK,METALINK LTD,MTLK,17476,3,M6989711,4.66,4951.0,-0.023061,4.66,4.77,19313.0,23.0,-0.007568000000000001
44768,2002-03-14,2270,45866510,IFSIA,INTERFACE INC,IFSIA,5925,3,45866530,5.55,119956.0,0.009091,5.59,5.6,43734.0,136.0,0.003725
78675,2000-08-10,1380,71673110,PNTGF,PETROMET RESOURCES LTD,PNTGF,28799,3,71673110,-3.21875,0.0,-0.009615,3.125,3.3125,51468.0,0.0,-0.004763
